film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
"Bosnia & Herzegovina, Danis Tanovic",2001,,,,,,1.0,1.0,0.0,0.0,0.0
LaLee's Kin: The Legacy of Cotton,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Memento,2001,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lagaan,2001,1.0,0.0,0.0,0.0,0.0,,,,,
"India, Mira Nair",2001,,,,,,1.0,0.0,0.0,0.0,0.0
Sexy Beast,2001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Give Up Yer Aul Sins,2001,1.0,0.0,0.0,0.0,0.0,,,,,
I Am Sam,2001,1.0,0.0,1.0,0.0,0.0,,,,,
"France, Jean-Pierre Jeunet",2001,,,,,,1.0,0.0,0.0,0.0,0.0
Ghost World,2001,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Sing!,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Strange Invaders,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Monster's Ball,2001,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"Monsters, Inc.",2001,4.0,1.0,0.0,0.0,0.0,,,,,
War Photographer,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Moulin Rouge,2001,8.0,2.0,2.0,0.0,0.0,,,,,
Bridget Jones's Diary,2001,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Artists and Orphans: A True Drama,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Ali,2001,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Murder on a Sunday Morning,2001,1.0,1.0,0.0,0.0,0.0,,,,,
Kate & Leopold,2001,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
A Beautiful Mind,2001,8.0,4.0,4.0,3.0,1.0,6.0,4.0,4.0,3.0,1.0
Vanilla Sky,2001,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
The Man Who Wasn't There,2001,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Shrek,2001,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
A. I.: Artificial Intelligence,2001,,,,,,3.0,0.0,2.0,0.0,0.0
Pearl Harbor,2001,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Iris,2001,3.0,1.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0
Gregor's Greatest Invention,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Harry Potter and the Sorcerer's Stone,2001,3.0,0.0,0.0,0.0,0.0,,,,,
Son of the Bride,2001,1.0,0.0,0.0,0.0,0.0,,,,,
A.I. Artificial Intelligence,2001,2.0,0.0,0.0,0.0,0.0,,,,,
Fifty Percent Grey,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Mulholland Dr.,2001,,,,,,4.0,0.0,2.0,0.0,0.0
"Mexico, Alfonso Cuarón",2001,,,,,,1.0,0.0,0.0,0.0,0.0
In the Bedroom,2001,5.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Moulin Rouge!,2001,,,,,,6.0,3.0,4.0,2.0,1.0
Hedwig and the Angry Inch,2001,,,,,,1.0,0.0,1.0,0.0,0.0
Promises,2001,1.0,0.0,0.0,0.0,0.0,,,,,
the accountant,2001,1.0,1.0,0.0,0.0,0.0,,,,,
Legally Blonde,2001,,,,,,2.0,0.0,2.0,0.0,0.0
Life as a House,2001,,,,,,1.0,0.0,1.0,0.0,0.0
The Wild Thornberrys Movie,2002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mt. Head,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Unfaithful,2002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Cathedral,2002,1.0,0.0,0.0,0.0,0.0,,,,,
"Germany, Caroline Link",2002,,,,,,1.0,0.0,0.0,0.0,0.0
El Crimen del Padre Amaro,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Lilo & Stitch,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Road to Perdition,2002,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Man without a Past,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Y Tu Mamá También,2002,1.0,0.0,0.0,0.0,0.0,,,,,
My Big Fat Greek Wedding,2002,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The ChubbChubbs!,2002,1.0,1.0,0.0,0.0,0.0,,,,,
Gangs of New York,2002,10.0,0.0,3.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0
Die Another Day,2002,,,,,,1.0,0.0,0.0,0.0,0.0
About a Boy,2002,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The Collector of Bedford Street,2002,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Sijie Dai",2002,,,,,,1.0,0.0,0.0,0.0,0.0
Frida,2002,6.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
"China, Zhang Yimou",2002,,,,,,1.0,0.0,0.0,0.0,0.0
Chicago,2002,12.0,5.0,5.0,1.0,1.0,7.0,2.0,6.0,2.0,1.0
Spirit: Stallion of the Cimarron,2002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Star Wars Episode II Attack of the Clones,2002,1.0,0.0,0.0,0.0,0.0,,,,,
"Spain, Pedro Almodóvar",2002,,,,,,1.0,1.0,0.0,0.0,0.0
8 Mile,2002,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mexico, Carlos Carrera",2002,,,,,,1.0,0.0,0.0,0.0,0.0
This Charming Man (Der Er En Yndig Mand),2002,1.0,1.0,0.0,0.0,0.0,,,,,
"Brazil, Fernando Meirelles, Kátia Lund",2002,,,,,,1.0,0.0,0.0,0.0,0.0
Punch-Drunk Love,2002,,,,,,1.0,0.0,1.0,0.0,0.0
Igby Goes Down,2002,,,,,,2.0,0.0,2.0,0.0,0.0
Catch Me If You Can,2002,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Talk to Her,2002,2.0,1.0,1.0,0.0,0.0,,,,,
Far from Heaven,2002,4.0,0.0,1.0,0.0,0.0,,,,,
About Schmidt,2002,2.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0
Hero,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Secretary,2002,,,,,,1.0,0.0,1.0,0.0,0.0
Why Can't We Be a Family Again?,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Mighty Times: The Legacy of Rosa Parks,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Mike's New Car,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Inja (Dog),2002,1.0,0.0,0.0,0.0,0.0,,,,,
Minority Report,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Fait D'Hiver,2002,1.0,0.0,0.0,0.0,0.0,,,,,
The Pianist,2002,7.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
The Hours,2002,9.0,1.0,5.0,1.0,0.0,6.0,1.0,4.0,1.0,1.0
25th Hour,2002,,,,,,1.0,0.0,0.0,0.0,0.0
Spirited Away,2002,1.0,1.0,0.0,0.0,0.0,,,,,
The Quiet American,2002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Bowling for Columbine,2002,1.0,1.0,0.0,0.0,0.0,,,,,
The Time Machine,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Prisoner of Paradise,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Far From Heaven,2002,,,,,,4.0,0.0,2.0,0.0,0.0
The Banger Sisters,2002,,,,,,1.0,0.0,1.0,0.0,0.0
Adaptation,2002,4.0,1.0,3.0,1.0,0.0,6.0,2.0,5.0,2.0,0.0
Ice Age,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Twin Towers,2002,1.0,1.0,0.0,0.0,0.0,,,,,
The Lord of the Rings: The Two Towers,2002,5.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Das Rad,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Spider-Man,2002,2.0,0.0,0.0,0.0,0.0,,,,,
I'll Wait for the Next One... (J'Attendrai Le Suivant...),2002,1.0,0.0,0.0,0.0,0.0,,,,,
Daughter from Danang,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Rabbit-Proof Fence,2002,,,,,,1.0,0.0,0.0,0.0,0.0
Winged Migration,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Nowhere in Africa,2002,1.0,1.0,0.0,0.0,0.0,,,,,
Zus & Zo,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Treasure Planet,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Nicholas Nickleby,2002,,,,,,1.0,0.0,1.0,0.0,0.0
Johnny Flynton,2002,1.0,0.0,0.0,0.0,0.0,,,,,
Spellbound,2002,1.0,0.0,0.0,0.0,0.0,,,,,
The Last Samurai,2003,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
(A) Torzija [(A) Torsion],2003,1.0,0.0,0.0,0.0,0.0,,,,,
Finding Nemo,2003,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Boundin',2003,1.0,0.0,0.0,0.0,0.0,,,,,
Calendar Girls,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Seabiscuit,2003,7.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"Russia, Andrey Zvyagintsev ",2003,,,,,,1.0,0.0,0.0,0.0,0.0
Under The Tuscan Sun,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Girl with a Pearl Earring,2003,3.0,0.0,0.0,0.0,0.0,,,,,
Kill Bill (Vol. 1),2003,,,,,,1.0,0.0,1.0,0.0,0.0
Monster,2003,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Love Actually,2003,,,,,,2.0,0.0,1.0,0.0,0.0
In America,2003,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
City of God,2003,4.0,0.0,1.0,0.0,0.0,,,,,
The School of Rock,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Zelary,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Pieces of April,2003,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Veronica Guerin,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Girl With a Pearl Earring,2003,,,,,,2.0,0.0,1.0,0.0,0.0
Thirteen,2003,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"Germany, Wolfgang Becker",2003,,,,,,1.0,0.0,0.0,0.0,0.0
Whale Rider,2003,1.0,0.0,1.0,0.0,0.0,,,,,
"France, François Dupeyron",2003,,,,,,1.0,0.0,0.0,0.0,0.0
American Splendor,2003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cold Mountain,2003,6.0,1.0,2.0,1.0,0.0,8.0,1.0,5.0,1.0,0.0
Destino,2003,1.0,0.0,0.0,0.0,0.0,,,,,
The Barbarian Invasions,2003,2.0,1.0,0.0,0.0,0.0,,,,,
Die Rote Jacke (The Red Jacket),2003,1.0,0.0,0.0,0.0,0.0,,,,,
Master and Commander: The Far Side of the World,2003,9.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Harvie Krumpet,2003,1.0,1.0,0.0,0.0,0.0,,,,,
The Triplets of Belleville,2003,2.0,0.0,0.0,0.0,0.0,,,,,
Dirty Pretty Things,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Ferry Tales,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,2003,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Fog of War,2003,1.0,1.0,0.0,0.0,0.0,,,,,
House of Sand and Fog,2003,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Squash,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Mona Lisa Smile,2003,,,,,,1.0,0.0,0.0,0.0,0.0
Gone Nutty,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Something's Gotta Give,2003,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Big Fish,2003,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
"Canada, Denys Arcand",2003,,,,,,1.0,0.0,0.0,0.0,0.0
Chernobyl Heart,2003,1.0,1.0,0.0,0.0,0.0,,,,,
Twin Sisters,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Freaky Friday (2003),2003,,,,,,1.0,0.0,1.0,0.0,0.0
21 Grams,2003,2.0,0.0,2.0,0.0,0.0,,,,,
The Weather Underground,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Lost in Translation,2003,4.0,1.0,3.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0
Asylum,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Shattered Glass,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Mystic River,2003,6.0,2.0,5.0,2.0,0.0,5.0,2.0,4.0,2.0,0.0
"Afghanistan, Siddiq Barmak",2003,,,,,,1.0,1.0,0.0,0.0,0.0
The Lord of the Rings: The Return of the King,2003,11.0,11.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0
My Architect,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Capturing the Friedmans,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Most (The Bridge),2003,1.0,0.0,0.0,0.0,0.0,,,,,
Bad Santa,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Nibbles,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Bend It Like Beckham,2003,,,,,,1.0,0.0,1.0,0.0,0.0
Two Soldiers,2003,1.0,1.0,0.0,0.0,0.0,,,,,
The Twilight Samurai,2003,1.0,0.0,0.0,0.0,0.0,,,,,
A Mighty Wind,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Brother Bear,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Evil,2003,1.0,0.0,0.0,0.0,0.0,,,,,
The Cooler,2003,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Balseros,2003,1.0,0.0,0.0,0.0,0.0,,,,,
Eternal Sunshine of The Spotless Mind,2004,,,,,,4.0,0.0,3.0,0.0,0.0
Bridget Jones: The Edge Of Reason,2004,,,,,,1.0,0.0,1.0,0.0,0.0
Being Julia,2004,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
As It Is in Heaven,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Hardwood,2004,1.0,0.0,0.0,0.0,0.0,,,,,
7:35 in the Morning (7:35 de la Mañana),2004,1.0,0.0,0.0,0.0,0.0,,,,,
Eternal Sunshine of the Spotless Mind,2004,2.0,1.0,1.0,0.0,0.0,,,,,
Lemony Snicket's A Series of Unfortunate Events,2004,4.0,1.0,0.0,0.0,0.0,,,,,
Little Terrorist,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Vera Drake,2004,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Brazil, Walter Salles",2004,,,,,,1.0,0.0,0.0,0.0,0.0
Harry Potter and the Prisoner of Azkaban,2004,2.0,0.0,0.0,0.0,0.0,,,,,
Sideways,2004,5.0,1.0,4.0,0.0,0.0,7.0,2.0,5.0,1.0,1.0
Alfie (2004),2004,,,,,,1.0,1.0,0.0,0.0,0.0
A Love Song For Bobby Long,2004,,,,,,1.0,0.0,1.0,0.0,0.0
"Spain, Alejandro Amenábar",2004,,,,,,1.0,1.0,0.0,0.0,0.0
Yesterday,2004,1.0,0.0,0.0,0.0,0.0,,,,,
"China, Zhang Yimou",2004,,,,,,1.0,0.0,0.0,0.0,0.0
Shark Tale,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Autism Is a World,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Twist of Faith,2004,1.0,0.0,0.0,0.0,0.0,,,,,
The Aviator,2004,11.0,5.0,5.0,1.0,0.0,6.0,3.0,4.0,2.0,1.0
Gopher Broke,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Shrek 2,2004,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Troy,2004,1.0,0.0,0.0,0.0,0.0,,,,,
A Very Long Engagement,2004,2.0,0.0,0.0,0.0,0.0,,,,,
Super Size Me,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Maria Full of Grace,2004,1.0,0.0,1.0,0.0,0.0,,,,,
The Sea Inside,2004,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Tupac: Resurrection,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Closer,2004,2.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,2.0,0.0
"France, Christophe Barratier",2004,,,,,,1.0,0.0,0.0,0.0,0.0
Kill Bill (Vol. 2),2004,,,,,,2.0,0.0,2.0,0.0,0.0
The Village,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Everything in This Country Must,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Birthday Boy,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Sister Rose's Passion,2004,1.0,0.0,0.0,0.0,0.0,,,,,
"Manchurian Candidate (2004), The",2004,,,,,,1.0,0.0,1.0,0.0,0.0
De-Lovely,2004,,,,,,2.0,0.0,2.0,0.0,0.0
Kinsey,2004,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Hotel Rwanda,2004,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Beyond the Sea,2004,,,,,,1.0,0.0,1.0,0.0,0.0
Before Sunset,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Collateral,2004,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ray,2004,6.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
Downfall,2004,1.0,0.0,0.0,0.0,0.0,,,,,
House of Flying Daggers,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Ryan,2004,1.0,1.0,0.0,0.0,0.0,,,,,
The Passion of the Christ,2004,3.0,0.0,0.0,0.0,0.0,,,,,
The Chorus (Les Choristes),2004,2.0,0.0,0.0,0.0,0.0,,,,,
Guard Dog,2004,1.0,0.0,0.0,0.0,0.0,,,,,
Mighty Times: The Children's March,2004,1.0,1.0,0.0,0.0,0.0,,,,,
Lorenzo,2004,1.0,0.0,0.0,0.0,0.0,,,,,
The Incredibles,2004,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"France, Jean-Pierre Jeunet",2004,,,,,,1.0,0.0,0.0,0.0,0.0
Spanglish,2004,,,,,,1.0,0.0,0.0,0.0,0.0
The Children of Leningradsky,2004,1.0,0.0,0.0,0.0,0.0,,,,,
The Story of the Weeping Camel,2004,1.0,0.0,0.0,0.0,0.0,,,,,
The Polar Express,2004,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Motorcycle Diaries,2004,2.0,1.0,0.0,0.0,0.0,,,,,
The Phantom of the Opera,2004,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Birth,2004,,,,,,1.0,0.0,1.0,0.0,0.0
Million Dollar Baby,2004,7.0,4.0,5.0,4.0,1.0,5.0,2.0,4.0,2.0,0.0
Finding Neverland,2004,7.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Wasp,2004,1.0,1.0,0.0,0.0,0.0,,,,,
"Two Cars, One Night",2004,1.0,0.0,0.0,0.0,0.0,,,,,
"I, Robot",2004,1.0,0.0,0.0,0.0,0.0,,,,,
Born into Brothels,2004,1.0,1.0,0.0,0.0,0.0,,,,,
Spider-Man 2,2004,2.0,1.0,0.0,0.0,0.0,,,,,
Walk The Line,2005,,,,,,3.0,3.0,3.0,3.0,1.0
Christmas In Love,2005,,,,,,1.0,0.0,0.0,0.0,0.0
"Good Night, and Good Luck",2005,,,,,,4.0,0.0,3.0,0.0,0.0
Darwin's Nightmare,2005,1.0,0.0,0.0,0.0,0.0,,,,,
"China, Stephen Chow",2005,,,,,,1.0,0.0,0.0,0.0,0.0
The Squid and the Whale,2005,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Star Wars: Episode III Revenge of the Sith,2005,1.0,0.0,0.0,0.0,0.0,,,,,
March of the Penguins,2005,1.0,1.0,0.0,0.0,0.0,,,,,
Tsotsi,2005,1.0,1.0,0.0,0.0,0.0,,,,,
Our Time Is Up,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Ausreisser (The Runaway),2005,1.0,0.0,0.0,0.0,0.0,,,,,
Breakfast On Pluto,2005,,,,,,1.0,0.0,1.0,0.0,0.0
The Family Stone,2005,,,,,,1.0,0.0,1.0,0.0,0.0
Pride & Prejudice,2005,4.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",2005,,,,,,2.0,0.0,0.0,0.0,0.0
"China, Chen Kaige",2005,,,,,,1.0,0.0,0.0,0.0,0.0
Capote,2005,5.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
The Death of Kevin Carter: Casualty of the Bang Bang Club,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Cinderella Man,2005,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The Constant Gardener,2005,4.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0
Walk the Line,2005,5.0,1.0,2.0,1.0,0.0,,,,,
"France, Christian Carion",2005,,,,,,1.0,0.0,0.0,0.0,0.0
Hustle & Flow,2005,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cashback,2005,1.0,0.0,0.0,0.0,0.0,,,,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,3.0,1.0,0.0,0.0,0.0,,,,,
Street Fight,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Charlie and the Chocolate Factory,2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Harry Potter and the Goblet of Fire,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Syriana,2005,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
Sophie Scholl - The Final Days,2005,1.0,0.0,0.0,0.0,0.0,,,,,
"Good Night, and Good Luck.",2005,6.0,0.0,3.0,0.0,0.0,,,,,
The Matador,2005,,,,,,1.0,0.0,1.0,0.0,0.0
Six Shooter,2005,1.0,1.0,0.0,0.0,0.0,,,,,
God Sleeps in Rwanda,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Proof,2005,,,,,,1.0,0.0,1.0,0.0,0.0
War of the Worlds,2005,2.0,0.0,0.0,0.0,0.0,,,,,
"Palestine, Hany Abu-Assad",2005,,,,,,1.0,1.0,0.0,0.0,0.0
Wallace & Gromit in The Curse of the Were-Rabbit,2005,1.0,1.0,0.0,0.0,0.0,,,,,
Howl's Moving Castle,2005,1.0,0.0,0.0,0.0,0.0,,,,,
"South Africa, Gavin Hood",2005,,,,,,1.0,0.0,0.0,0.0,0.0
One Man Band,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Paradise Now,2005,1.0,0.0,0.0,0.0,0.0,,,,,
The Last Farm,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Murderball,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Enron: The Smartest Guys in the Room,2005,1.0,0.0,0.0,0.0,0.0,,,,,
The Mushroom Club,2005,1.0,0.0,0.0,0.0,0.0,,,,,
The Mysterious Geographic Explorations of Jasper Morello,2005,1.0,0.0,0.0,0.0,0.0,,,,,
The New World,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Mrs. Henderson Presents,2005,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
King Kong,2005,3.0,2.0,0.0,0.0,0.0,,,,,
Don't Tell,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Batman Begins,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Crash,2005,6.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
9,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Memoirs of a Geisha,2005,5.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
In Her Shoes,2005,,,,,,1.0,0.0,1.0,0.0,0.0
Tim Burton's Corpse Bride,2005,1.0,0.0,0.0,0.0,0.0,,,,,
Match Point,2005,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
The Moon and the Son: An Imagined Conversation,2005,1.0,1.0,0.0,0.0,0.0,,,,,
Junebug,2005,1.0,0.0,1.0,0.0,0.0,,,,,
Munich,2005,5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Joyeux Noël,2005,1.0,0.0,0.0,0.0,0.0,,,,,
A History of Violence,2005,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Badgered,2005,1.0,0.0,0.0,0.0,0.0,,,,,
King Kong (2005),2005,,,,,,2.0,0.0,1.0,0.0,0.0
A Note of Triumph: The Golden Age of Norman Corwin,2005,1.0,1.0,0.0,0.0,0.0,,,,,
The Producers,2005,,,,,,4.0,0.0,3.0,0.0,0.0
North Country,2005,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Transamerica,2005,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Brokeback Mountain,2005,8.0,3.0,5.0,1.0,0.0,7.0,4.0,4.0,2.0,1.0
Volver,2006,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,2006,,,,,,2.0,1.0,2.0,1.0,0.0
Children of Men,2006,3.0,0.0,0.0,0.0,0.0,,,,,
Two Hands,2006,1.0,0.0,0.0,0.0,0.0,,,,,
Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1.0,0.0,0.0,0.0,0.0,,,,,
Bobby,2006,,,,,,2.0,0.0,1.0,0.0,0.0
Blood Diamond,2006,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
West Bank Story,2006,1.0,1.0,0.0,0.0,0.0,,,,,
Cars,2006,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Water,2006,1.0,0.0,0.0,0.0,0.0,,,,,
United 93,2006,2.0,0.0,1.0,0.0,0.0,,,,,
Binta and the Great Idea (Binta Y La Gran Idea),2006,1.0,0.0,0.0,0.0,0.0,,,,,
Éramos Pocos (One Too Many),2006,1.0,0.0,0.0,0.0,0.0,,,,,
"Germany, Florian Henckel von Donnersmarck",2006,,,,,,1.0,0.0,0.0,0.0,0.0
Click,2006,1.0,0.0,0.0,0.0,0.0,,,,,
Venus,2006,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Curse of the Golden Flower,2006,1.0,0.0,0.0,0.0,0.0,,,,,
Days of Glory (Indigènes),2006,1.0,0.0,0.0,0.0,0.0,,,,,
